total_t,total_f,prep_t,prep_f,minor_t,minor_f,teach_q_t,teach_q_f,vdip_t,vdip_f,ip_t,dip_f,bsc_t,bsc_f,hdip_t,hdip_f,msc_t,Msc_f,phd_t,phd_f,program_en,program_ar,prog_isced2,prog_isced1,inst,inst_type
15,11,,,,,,,,,,,15,11,,,,,,,Applied Computing,الحوسبة التطبيقية,"الحاسوب والمعلوماتية
Computing","العلوم
Science","كلية فلسطين التقنية - رام الله للبنات
Palestinian Technical College - Ramallah /Girls","كليات جامعية
University Colleges"
42,16,,,,,,,,,42,16,,,,,,,,,Palestinian Tour Guides,الأدلاء السياحيين الفلسطينيين,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
14,6,,,,,,,,,14,6,,,,,,,,,Music Performance,الأداء الموسيقي,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
8,5,,,,,,,,,8,5,,,,,,,,,Contemporary Fine Art,الفنون التشكيلية المعاصرة,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
15,6,,,,,,,,,15,6,,,,,,,,,Jewelry Design,فن الصياغة,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
23,11,,,,,,,,,23,11,,,,,,,,,Documentary Film Production,الإنتاج الفيلمي الوثائقي,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
11,2,,,,,,,11,2,,,,,,,,,,,Culinary Arts Program,فنون الطبخ وخدمة الطعام,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
45,15,,,,,,,,,,,45,15,,,,,,,Documentary Film Production,الإنتاج الفيلمي,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
15,7,,,,,,,,,,,15,7,,,,,,,Contemporary Fine Art,الفنون المعاصرة,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
28,16,,,,,,,,,,,28,16,,,,,,,التصميم الجرافيكي,التصميم الجرافيكي,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
18,10,,,,,,,,,,,18,10,,,,,,,,الفنون الادائية,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
48,29,,,,,,,,,,,48,29,,,,,,,,التصميم الداخلي,"الفنون
Arts","الدراسات الإنسانية والفنون
Humanities & Arts","كلية دار الكلمة الجامعية للفنون و الثقافة
Dar al-Kalima University College of Arts & Culture","كليات جامعية
University Colleges"
95,58,,,,,,,,,,,95,58,,,,,,,Especial education,تربية خاصة,"تدريب المعلمين
Teacher Training","التربية
Education","كلية تنمية القدرات الجامعية
Ability Development College","كليات جامعية
University Colleges"
9,6,,,,,,,,,9,6,,,,,,,,,Sign Language Interpreter,مترجم لغة اشارة ,"الدراسات الإنسانية
Humanities","الدراسات الإنسانية والفنون
Humanities & Arts","كلية تنمية القدرات الجامعية
Ability Development College","كليات جامعية
University Colleges"
